DOI;Title;Abstract;Year;Month;Journal;Authors;Cite;Pub_Date
10.1093/jac/dkae126;In vitro activity of cefiderocol in Pseudomonas aeruginosa isolates from people with cystic fibrosis recovered during three multicentre studies in Spain.;"Despite the introduction of cystic fibrosis transmembrane conductance regulator (CFTR) modulators, Pseudomonas aeruginosa is still a major pathogen in people with cystic fibrosis (pwCF). We determine the activity of cefiderocol and comparators in a collection of 154 P. aeruginosa isolates recovered from pwCF during three multicentre studies performed in 17 Spanish hospitals in 2013, 2017 and 2021. ISO broth microdilution was performed and MICs were interpreted with CLSI and EUCAST criteria. Mutation frequency and WGS were also performed. Overall, 21.4% were MDR, 20.8% XDR and 1.3% pandrug-resistant (PDR). Up to 17% of the isolates showed a hypermutator phenotype. Cefiderocol demonstrated excellent activity; only 13 isolates (8.4%) were cefiderocol resistant by EUCAST (none using CLSI). A high proportion of the isolates resistant to ceftolozane/tazobactam (71.4%), meropenem/vaborbactam (70.0%), imipenem/relebactam (68.0%) and ceftazidime/avibactam (55.6%) were susceptible to cefiderocol. Nine out of 13 cefiderocol-resistant isolates were hypermutators (P < 0.001). Eighty-three STs were detected, with ST98 being the most frequent. Only one isolate belonging to the ST175 high-risk clone carried blaVIM-2. Exclusive mutations affecting genes involved in membrane permeability, AmpC overexpression (L320P-AmpC) and efflux pump up-regulation were found in cefiderocol-resistant isolates (MIC = 4-8 mg/L). Cefiderocol resistance could also be associated with mutations in genes related to iron uptake (tonB-dependent receptors and pyochelin/pyoverdine biosynthesis). Our results position cefiderocol as a therapeutic option in pwCF infected with P. aeruginosa resistant to most recent β-lactam/β-lactamase inhibitor combinations.";2024;Jun;The Journal of antimicrobial chemotherapy;"Maruri-Aransolo A; López-Causapé C; Hernández-García M; García-Castillo M; Caballero-Pérez JD; Oliver A; Cantón R";"Maruri-Aransolo A; López-Causapé C; Hernández-García M; García-Castillo M; Caballero-Pérez JD; Oliver A; Cantón R. In vitro activity of cefiderocol in Pseudomonas aeruginosa isolates from people with cystic fibrosis recovered during three multicentre studies in Spain.. The Journal of antimicrobial chemotherapy. 2024;Jun.";2024-Jun
10.1093/jac/dkae263;Impact of chromosomally encoded resistance mechanisms and transferable β-lactamases on the activity of cefiderocol and innovative β-lactam/β-lactamase inhibitor combinations against Pseudomonas aeruginosa.;We aimed to compare the stability of the newly developed β-lactams (cefiderocol) and β-lactam/β-lactamase inhibitor combinations (ceftazidime/avibactam, ceftolozane/tazobactam, aztreonam/avibactam, cefepime/taniborbactam, cefepime/zidebactam, imipenem/relebactam, meropenem/vaborbactam, meropenem/nacubactam and meropenem/xeruborbactam) against the most clinically relevant mechanisms of mutational and transferable β-lactam resistance in Pseudomonas aeruginosa. We screened a collection of 61 P. aeruginosa PAO1 derivatives. Eighteen isolates displayed the most relevant mechanisms of mutational resistance to β-lactams. The other 43 constructs expressed transferable β-lactamases from genes cloned in pUCP-24. MICs were determined by reference broth microdilution. Cefiderocol and imipenem/relebactam exhibited excellent in vitro activity against all of the mutational resistance mechanisms studied. Aztreonam/avibactam, cefepime/taniborbactam, cefepime/zidebactam, meropenem/vaborbactam, meropenem/nacubactam and meropenem/xeruborbactam proved to be more vulnerable to mutational events, especially to overexpression of efflux operons. The agents exhibiting the widest spectrum of activity against transferable β-lactamases were aztreonam/avibactam and cefepime/zidebactam, followed by cefepime/taniborbactam, cefiderocol, meropenem/xeruborbactam and meropenem/nacubactam. However, some MBLs, particularly NDM enzymes, may affect their activity. Combined production of certain enzymes (e.g. NDM-1) with increased MexAB-OprM-mediated efflux and OprD deficiency results in resistance to almost all agents tested, including last options such as aztreonam/avibactam and cefiderocol. Cefiderocol and new β-lactam/β-lactamase inhibitor combinations show promising and complementary in vitro activity against mutational and transferable P. aeruginosa β-lactam resistance. However, the combined effects of efflux pumps, OprD deficiency and efficient β-lactamases could still result in the loss of all therapeutic options. Resistance surveillance, judicious use of new agents and continued drug development efforts are encouraged.;2024;Oct;The Journal of antimicrobial chemotherapy;"González-Pinto L; Alonso-García I; Blanco-Martín T; Camacho-Zamora P; Fraile-Ribot PA; Outeda-García M; Lasarte-Monterrubio C; Guijarro-Sánchez P; Maceiras R; Moya B; Juan C; Vázquez-Ucha JC; Beceiro A; Oliver A; Bou G; Arca-Suárez J";"González-Pinto L; Alonso-García I; Blanco-Martín T; Camacho-Zamora P; Fraile-Ribot PA; Outeda-García M; Lasarte-Monterrubio C; Guijarro-Sánchez P; Maceiras R; Moya B; Juan C; Vázquez-Ucha JC; Beceiro A; Oliver A; Bou G; Arca-Suárez J. Impact of chromosomally encoded resistance mechanisms and transferable β-lactamases on the activity of cefiderocol and innovative β-lactam/β-lactamase inhibitor combinations against Pseudomonas aeruginosa.. The Journal of antimicrobial chemotherapy. 2024;Oct.";2024-Oct
10.1093/jac/dkae326;Impact of transferable β-lactamases and intrinsic AmpC amino acid substitutions on the activity of cefiderocol against wild-type and iron uptake-deficient mutants of Pseudomonas aeruginosa.;We aimed to analyse the interplay between impaired iron uptake and β-lactamases on cefiderocol resistance in Pseudomonas aeruginosa. Thirty-one transferable β-lactamases and 16 intrinsic P. aeruginosa AmpC (PDC) variants were cloned and expressed in wild-type (PAO1) and iron uptake-deficient (PAO ΔpiuC) P. aeruginosa backgrounds. MICs of cefiderocol and antipseudomonal β-lactams were determined by reference broth microdilution. Relative to PAO1, deletion of piuC caused a specific 16-fold decrease in cefiderocol activity but negligible effects on the activity of other β-lactams. Among transferable β-lactamases, SHV-12, KPC Ω-loop mutants, NDMs and OXA-15 showed cefiderocol MIC values above the clinical breakpoint (2 mg/L) when expressed in PAO1. When expressed in PAO ΔpiuC, these and the transformants harbouring PER-1, VEB-1, KPC-2, KPC-3, VIM-1, CMY-2, OXA-2 and OXA-14 showed increased MIC values from 16 to >256 mg/L. The PDC variants carrying the Ω-loop changes ΔP215-G222 (PDC-577), E219K (PDC-221 and PDC-558) and the H10 helix change L293P (PDC-219) had the greatest impact on cefiderocol resistance, with MICs of 2-4 mg/L in PAO1 and of up to 32-64 mg/L in PAO ΔpiuC. Widespread enzymes such as GES, CTX-M-9, CTX-M-15, VIM-2-like enzymes, IMPs, DHA-1, FOX-4, OXA-10, OXA-48 and the other PDC variants tested had weaker effects on cefiderocol resistance. We add evidence about the effect of the interplay between iron uptake and β-lactamases on the acquisition of cefiderocol resistance in P. aeruginosa. These findings may help to anticipate the emergence of resistance and optimize the use of cefiderocol against P. aeruginosa infections.;2024;Nov;The Journal of antimicrobial chemotherapy;"González-Pinto L; Blanco-Martín T; Alonso-García I; Rodríguez-Pallares S; Outeda-García M; Gomis-Font MA; Fraile-Ribot PA; Vázquez-Ucha JC; González-Bello C; Beceiro A; Oliver A; Bou G; Arca-Suárez J";"González-Pinto L; Blanco-Martín T; Alonso-García I; Rodríguez-Pallares S; Outeda-García M; Gomis-Font MA; Fraile-Ribot PA; Vázquez-Ucha JC; González-Bello C; Beceiro A; Oliver A; Bou G; Arca-Suárez J. Impact of transferable β-lactamases and intrinsic AmpC amino acid substitutions on the activity of cefiderocol against wild-type and iron uptake-deficient mutants of Pseudomonas aeruginosa.. The Journal of antimicrobial chemotherapy. 2024;Nov.";2024-Nov
10.1093/jacamr/dlae160;Genomic characterization of MRSA recovered from people with cystic fibrosis during two Spanish multicentre studies (2013 and 2021).;"Chronic bronchopulmonary infection due to MRSA in people with cystic fibrosis (pwCF) has been associated with accelerated decline in lung function, increased hospitalizations and increased mortality. We studied microbiological and genomic characteristics of MRSA isolates recovered from pwCF in two Spanish multicentre studies (2013, 2021). Antimicrobial susceptibility was performed. WGS was carried out to determine population structure [MLST, spa-typing, staphylococcal cassette chromosome mec (SCCmec)], resistome and virulome. Clinical charts of MRSA-infected and MRSA-non-infected pwCF were also reviewed. MRSA infection prevalence decreased between 2013 (29/341, 8.5%) and 2021 (21/326, 6.4%) (P = 0.378). Differences in lung function were observed between infected and non-infected patients (P < 0.005). A higher prevalence of hospital-acquired (HA) clones was found compared with community-acquired (CA) clones (2013: 67% versus 33%; and 2021: 71% versus 29%). Overall, we noted clustering of isolates based on year of sampling, type of acquisition and clonal complex (CC). HA-MRSA population was dominated by CC5, with ST125-MRSA-IVc-t067 the most prevalent lineage (37%). A higher clonal diversity was detected among CA-MRSA. One Panton-Valentine leucocidin (PVL)-positive strain (ST8-MRSA-IV) and three strains of porcine origin (two ST398-MRSA-V-t011, one ST398-MRSA-V-t8567) were found. Additionally, acquired resistance genes (n = 24) were detected, including the cfr gene conferring linezolid resistance. A higher gentamicin resistance was found in 2021 (42%) compared with 2013 (7%) (P = 0.046), associated with the aac(6')-aph(2″) gene. Despite a decrease in MRSA prevalence, we showed its potential impact on CF severity and progression. Moreover, we observed great genotypic and phenotypic diversity in MRSA isolates from pwCF as well as an MDR trait.";2024;Oct;JAC-antimicrobial resistance;"Maruri-Aransolo A; Hernandez-García M; Barbero R; Michelena M; Pastor-Vivero MD; Mondejar-Lopez P; Solé A; Cantón R; Caballero-Pérez JD";"Maruri-Aransolo A; Hernandez-García M; Barbero R; Michelena M; Pastor-Vivero MD; Mondejar-Lopez P; Solé A; Cantón R; Caballero-Pérez JD. Genomic characterization of MRSA recovered from people with cystic fibrosis during two Spanish multicentre studies (2013 and 2021).. JAC-antimicrobial resistance. 2024;Oct.";2024-Oct
10.1111/hiv.13265;Predictors of low-level HIV viraemia and virological failure in the era of integrase inhibitors: A Spanish nationwide cohort.;To pinpoint factors associated with low-level viraemia (LLV) and virological failure (VF) in people living with HIV in the era of high-efficacy antiretroviral treatment (ART) and widespread use of integrase strand transfer inhibitor (INSTIs)-based ART. We included adults aged > 18 years starting their first ART between 2015 and 2018 in the Spanish HIV/AIDS Research Network National Cohort (CoRIS). Low-level viraemia was defined as plasma viral load (pVL) of 50-199 copies/mL at weeks 48 and 72 and VF was defined as pVL ≥ 50 copies/mL at week 48 and pVL ≥ 200 copies/mL at week 72. Multivariable logistic regression models assessed the impact on LLV and VF of baseline CD4 T-cell count, CD4/CD8 T-cell ratio and pVL, initial ART classes, age at ART initiation, time between HIV diagnosis and ART initiation, gender and transmission route. Out of 4186 participants, 3120 (76.0%) started INSTIs, 455 (11.1%) started boosted protease inhibitors (bPIs) and 443 (10.8%) started nonnucleoside reverse transcriptase inhibitors (NNRTIs), either of them with two nucleos(t)ide reverse transcriptase inhibitors (NRTIs). Low-level viraemia was met in 2.5% of participants and VF in 4.3%. There were no significant differences throughout the years for both virological outcomes. Baseline HIV-1 RNA > 5 log10 copies/mL was the only consistent predictor of higher risk of LLV [adjusted odds ratio (aOR) = 9.8, 95% confidence interval (CI): 2.0-48.3] and VF (aOR = 5.4, 95% CI: 1.9-15.1), even in participants treated with INSTIs. The rates of LLV and VF were low but remained steady throughout the years. Baseline HIV-1 RNA > 5 log10 copies/mL showed a persistent association with LLV and VF even in participants receiving INSTIs.;2022;Sep;HIV medicine;"Álvarez H; Rava M; Martínez C; Portilla J; Peraire J; Rivero A; Cervero M; Mariño A; Poveda E; Llibre JM";"Álvarez H; Rava M; Martínez C; Portilla J; Peraire J; Rivero A; Cervero M; Mariño A; Poveda E; Llibre JM. Predictors of low-level HIV viraemia and virological failure in the era of integrase inhibitors: A Spanish nationwide cohort.. HIV medicine. 2022;Sep.";2022-Sep
10.1111/hiv.13726;Should we measure quality of life among people with HIV? A multicentre survey of physicians' opinions in Spain.;"We assessed the opinions of physicians caring for people with HIV (PWH) from the multicentre Spanish CoRIS cohort regarding the assessment of health-related quality of life (HRQoL). We designed an online self-administered questionnaire comprising 27 structured questions across four domains: (i) sociodemographic and clinical data; (ii) usefulness of measuring HRQoL; (iii) information, training and resource needed; and (iv) whether and how HRQoL should be measured. Physicians completed the questionnaire between April and June 2023. Of 131 physicians surveyed [53.8% men, median age 52 years (interquartile range: 42-60)], 90.9% and 88.6% agreed that measuring HRQoL is useful for both PWH and medical decision-making, respectively. However, 67.2% needed training on what HRQoL is and how to measure it, 79.4% required information on validated tools, and 80.9% felt that clinical guidelines are needed. Overall, 90.1% of physicians agreed that HRQoL should be measured among PWH. Most physicians (82.8%) supported using specific scales for PWH, with 74.1% recommending annual measurement, 49.1% suggesting that nurses from HIV units conduct the assessments, and 43.1% favouring personal interviews during medical visits. At the time of the survey, 55.3% of physicians did not measure HRQoL in any patients due to time or resource constraints (75.8%). Despite the recognized importance of HRQoL measurement in PWH, Spanish physicians encounter barriers such as time constraints and limited resources. Developing clear guidelines, using tailored scales, and integrating digital tools along with multidisciplinary support could enhance routine HRQoL assessments and improve patient-centred care.";2025;Feb;HIV medicine;"Izquierdo R; Suárez-García I; Gómez-García T; Marco-Sánchez C; Puente-Ferreiro J; Moreno C; Diaz A; Cabello-Clotet N; Vinuesa D; Blanco JL; Melús E; Gómez-Ayerbe C; Olalla J; Riera M; Bernardino JI; de López Bernaldo de Quirós JC; Moreno S; Jarrín I";"Izquierdo R; Suárez-García I; Gómez-García T; Marco-Sánchez C; Puente-Ferreiro J; Moreno C; Diaz A; Cabello-Clotet N; Vinuesa D; Blanco JL; Melús E; Gómez-Ayerbe C; Olalla J; Riera M; Bernardino JI; de López Bernaldo de Quirós JC; Moreno S; Jarrín I. Should we measure quality of life among people with HIV? A multicentre survey of physicians' opinions in Spain.. HIV medicine. 2025;Feb.";2025-Feb
10.1128/aac.00414-23;Ceftolozane-Tazobactam against Pseudomonas aeruginosa Cystic Fibrosis Clinical Isolates in the Hollow-Fiber Infection Model: Challenges Imposed by Hypermutability and Heteroresistance.;"Pseudomonas aeruginosa remains a challenge in chronic respiratory infections in cystic fibrosis (CF). Ceftolozane-tazobactam has not yet been evaluated against multidrug-resistant hypermutable P. aeruginosa isolates in the hollow-fiber infection model (HFIM). Isolates CW41, CW35, and CW44 (ceftolozane-tazobactam MICs of 4, 4, and 2 mg/L, respectively) from adults with CF were exposed to simulated representative epithelial lining fluid pharmacokinetics of ceftolozane-tazobactam in the HFIM. Regimens were continuous infusion (CI; 4.5 g/day to 9 g/day, all isolates) and 1-h infusions (1.5 g every 8 hours and 3 g every 8 hours, CW41). Whole-genome sequencing and mechanism-based modeling were performed for CW41. CW41 (in four of five biological replicates) and CW44 harbored preexisting resistant subpopulations; CW35 did not. For replicates 1 to 4 of CW41 and CW44, 9 g/day CI decreased bacterial counts to <3 log10 CFU/mL for 24 to 48 h, followed by regrowth and resistance amplification. Replicate 5 of CW41 had no preexisting subpopulations and was suppressed below ~3 log10 CFU/mL for 120 h by 9 g/day CI, followed by resistant regrowth. Both CI regimens reduced CW35 bacterial counts to <1 log10 CFU/mL by 120 h without regrowth. These results corresponded with the presence or absence of preexisting resistant subpopulations and resistance-associated mutations at baseline. Mutations in ampC, algO, and mexY were identified following CW41 exposure to ceftolozane-tazobactam at 167 to 215 h. Mechanism-based modeling well described total and resistant bacterial counts. The findings highlight the impact of heteroresistance and baseline mutations on the effect of ceftolozane-tazobactam and limitations of MIC to predict bacterial outcomes. The resistance amplification in two of three isolates supports current guidelines that ceftolozane-tazobactam should be utilized together with another antibiotic against P. aeruginosa in CF.";2023;Aug;Antimicrobial agents and chemotherapy;"Tait JR; Harper M; Cortés-Lara S; Rogers KE; López-Causapé C; Smallman TR; Lang Y; Lee WL; Zhou J; Bulitta JB; Nation RL; Boyce JD; Oliver A; Landersdorfer CB";"Tait JR; Harper M; Cortés-Lara S; Rogers KE; López-Causapé C; Smallman TR; Lang Y; Lee WL; Zhou J; Bulitta JB; Nation RL; Boyce JD; Oliver A; Landersdorfer CB. Ceftolozane-Tazobactam against Pseudomonas aeruginosa Cystic Fibrosis Clinical Isolates in the Hollow-Fiber Infection Model: Challenges Imposed by Hypermutability and Heteroresistance.. Antimicrobial agents and chemotherapy. 2023;Aug.";2023-Aug
10.1128/aac.00670-24;Molecular characterization of clinically isolated Pseudomonas aeruginosa with varying resistance to ceftazidime-avibactam and ceftolozane-tazobactam collected as a part of the ATLAS global surveillance program from 2020 to 2021.;Ceftazidime-avibactam (CZA) and ceftolozane-tazobactam (C/T) are important agents for treating multidrug-resistant P. aeruginosa infections. In this study, we evaluated the molecular characteristics of 300 globally collected clinical P. aeruginosa isolates non-susceptible (NS) to CZA, C/T, or both agents. Isolates were CZA-NS and C/T-NS (n = 57), CZA-susceptible (S) and C/T-NS (n = 145), or CZA-NS and C/T-S (n = 98) selected from the Antimicrobial Testing Leadership and Surveillance (ATLAS) surveillance program from 2020 to 2021. Characterization was by whole-genome sequencing. Analysis was performed to identify β-lactamase genes and mutations that impact efflux regulation, AmpC regulation, and target binding (PBP3). Of the 57 CZA-NS+C/T-NS isolates, 64.9% carried a metallo-β-lactamase (MBL), and a cumulative 84.2% carried any non-intrinsic β-lactamase [i.e., not Pseudomonas-derived cephalosporinase (PDC) or OXA-50-like]. Of the 145 CZA-S+C/T-NS isolates, 26.2% carried an extended-spectrum β-lactamase (ESBL) and no carbapenemase, 17.9% carried a serine-carbapenemase, and 42.1% were negative for non-intrinsic β-lactamases. Of 98 CZA-NS+C/T-S isolates, 34.7% carried mutations previously described as causing an upregulation of the MexAB-OprM efflux pump, while only 9.2% carried a non-intrinsic β-lactamase, and no resistance mechanism was identified in 29.6% of these isolates. MBLs were present in most isolates NS to both agents. More than half of the CZA-S+C/T-NS isolates carried serine β-lactamases. The most frequently identified resistance mechanism identified in CZA-NS+C/T-S isolates was a marker indicating the upregulation of MexAB-OprM. No mechanism was identified that is thought to support resistance to these agents in numerous isolates. This may be due in part to the fact that whole genome sequencing (WGS) cannot directly measure gene expression of chromosomal resistance mechanisms.;2024;Oct;Antimicrobial agents and chemotherapy;"Li H; Oliver A; Shields RK; Kamat S; Stone G; Estabrook M";"Li H; Oliver A; Shields RK; Kamat S; Stone G; Estabrook M. Molecular characterization of clinically isolated Pseudomonas aeruginosa with varying resistance to ceftazidime-avibactam and ceftolozane-tazobactam collected as a part of the ATLAS global surveillance program from 2020 to 2021.. Antimicrobial agents and chemotherapy. 2024;Oct.";2024-Oct
10.1128/aac.01192-23;Emergence of cefiderocol resistance during ceftazidime/avibactam treatment caused by a large genomic deletion, including ampD and piuCD genes, in Pseudomonas aeruginosa.;We report the emergence of cefiderocol resistance during the treatment of a ST312 Pseudomonas aeruginosa respiratory infection with ceftazidime/avibactam. whole genome sequencing (WGS) revealed that resistance was caused by a large genomic deletion, including PiuDC (iron transport system) and AmpD (ampC negative regulator), driven by the integration of phage DNA. Thus, our findings alert that this type of deletion could be an efficient (two mechanisms in one step) specific cefiderocol resistance mechanism that might occur nonspecifically upon treatment with β-lactams that select for AmpC overexpression.;2024;Jan;Antimicrobial agents and chemotherapy;"Gomis-Font MA; Clari MA; López-Causapé C; Navarro D; Oliver A";"Gomis-Font MA; Clari MA; López-Causapé C; Navarro D; Oliver A. Emergence of cefiderocol resistance during ceftazidime/avibactam treatment caused by a large genomic deletion, including ampD and piuCD genes, in Pseudomonas aeruginosa.. Antimicrobial agents and chemotherapy. 2024;Jan.";2024-Jan
10.1128/aac.01315-23;Transferable AmpCs in Klebsiella pneumoniae: interplay with peptidoglycan recycling, mechanisms of hyperproduction, and virulence implications.;Chromosomal and transferable AmpC β-lactamases represent top resistance mechanisms in different gram-negatives, but knowledge regarding the latter, mostly concerning regulation and virulence-related implications, is far from being complete. To fill this gap, we used Klebsiella pneumoniae (KP) and two different plasmid-encoded AmpCs [DHA-1 (AmpR regulator linked, inducible) and CMY-2 (constitutive)] as models to perform a study in which we show that blockade of peptidoglycan recycling through AmpG permease inactivation abolished DHA-1 inducibility but did not affect CMY-2 production and neither did it alter KP pathogenic behavior. Moreover, whereas regular production of both AmpC-type enzymes did not attenuate KP virulence, when blaDHA-1 was expressed in an ampG-defective mutant, Galleria mellonella killing was significantly (but not drastically) attenuated. Spontaneous DHA-1 hyperproducer mutants were readily obtained in vitro, showing slight or insignificant virulence attenuations together with high-level resistance to β-lactams only mildly affected by basal production (e.g., ceftazidime, ceftolozane/tazobactam). By analyzing diverse DHA-1-harboring clinical KP strains, we demonstrate that the natural selection of these hyperproducers is not exceptional (>10% of the collection), whereas mutational inactivation of the typical AmpC hyperproduction-related gene mpl was the most frequent underlying mechanism. The potential silent dissemination of this kind of strains, for which an important fitness cost-related contention barrier does not seem to exist, is envisaged as a neglected threat for most β-lactams effectiveness, including recently introduced combinations. Analyzing whether this phenomenon is applicable to other transferable β-lactamases and species as well as determining the levels of conferred resistance poses an essential topic to be addressed.IMPORTANCEAlthough there is solid knowledge about the regulation of transferable and especially chromosomal AmpC β-lactamases in Enterobacterales, there are still gaps to fill, mainly related to regulatory mechanisms and virulence interplays of the former. This work addresses them using Klebsiella pneumoniae as model, delving into a barely explored conception: the acquisition of a plasmid-encoded inducible AmpC-type enzyme whose production can be increased through selection of chromosomal mutations, entailing dramatically increased resistance compared to basal expression but minor associated virulence costs. Accordingly, we demonstrate that clinical K. pneumoniae DHA-1 hyperproducer strains are not exceptional. Through this study, we warn for the first time that this phenomenon may be a neglected new threat for β-lactams effectiveness (including some recently introduced ones) silently spreading in the clinical context, not only in K. pneumoniae but potentially also in other pathogens. These facts must be carefully considered in order to design future resistance-preventive strategies.;2024;May;Antimicrobial agents and chemotherapy;"Barceló IM; Escobar-Salom M; Cabot G; Perelló-Bauzà P; Jordana-Lluch E; Taltavull B; Torrens G; Rojo-Molinero E; Zamorano L; Pérez A; Oliver A; Juan C";"Barceló IM; Escobar-Salom M; Cabot G; Perelló-Bauzà P; Jordana-Lluch E; Taltavull B; Torrens G; Rojo-Molinero E; Zamorano L; Pérez A; Oliver A; Juan C. Transferable AmpCs in Klebsiella pneumoniae: interplay with peptidoglycan recycling, mechanisms of hyperproduction, and virulence implications.. Antimicrobial agents and chemotherapy. 2024;May.";2024-May
10.1128/aac.01505-22;Antimicrobial Activity of Cefiderocol against the Carbapenemase-Producing Enterobacter cloacae Complex and Characterization of Reduced Susceptibility Associated with Metallo-β-Lactamase VIM-1.;"Emergence of cefiderocol resistance among carbapenemase-producing Enterobacterales, particularly those in the Enterobacter cloacae complex (ECC), is becoming of alarming concern; however, the mechanistic basis of this phenomenon remains poorly understood. We describe the acquisition of VIM-1-mediated reduced cefiderocol susceptibility (MICs 0.5 to 4 mg/L) in a collection of 54 carbapenemase-producing isolates belonging to the ECC. MICs were determined by reference methodologies. Antimicrobial resistance genomic analysis was performed through hybrid WGS. The impact of VIM-1 production on cefiderocol resistance in the ECC background was examined at microbiological, molecular, biochemical, and atomic levels. Antimicrobial susceptibility testing yielded 83.3% susceptible isolates and MIC50/90 values of 1/4 mg/L. Decreased susceptibility to cefiderocol was mainly associated with isolates producing VIM-1, with cefiderocol MICs 2- to 4-fold higher than for isolates carrying other types of carbapenemases. E. cloacae and Escherichia coli VIM-1 transformants displayed significantly enhanced cefiderocol MICs. Biochemical assays with purified VIM-1 protein revealed low but detectable cefiderocol hydrolysis. Simulation studies revealed how cefiderocol is anchored to the VIM-1 active site. Additional molecular assays and WGS data analysis highlighted the implication of SHV-12 coproduction and suggested the inactivation of the FcuA-like siderophore receptor as further contributors to the higher cefiderocol MICs. Our findings warn of the potential of the VIM-1 carbapenemase to at least partly limit the activity of cefiderocol in the ECC. This effect is probably enhanced due to combination with additional mechanisms, such as ESBL production and siderophore inactivation, and indicates the need for active surveillance to extend the life span of this promising cephalosporin.";2023;May;Antimicrobial agents and chemotherapy;"Lasarte-Monterrubio C; Guijarro-Sánchez P; Vázquez-Ucha JC; Alonso-Garcia I; Alvarez-Fraga L; Outeda M; Martinez-Guitian M; Peña-Escolano A; Maceiras R; Lence E; González-Bello C; Arca-Suárez J; Bou G; Beceiro A";"Lasarte-Monterrubio C; Guijarro-Sánchez P; Vázquez-Ucha JC; Alonso-Garcia I; Alvarez-Fraga L; Outeda M; Martinez-Guitian M; Peña-Escolano A; Maceiras R; Lence E; González-Bello C; Arca-Suárez J; Bou G; Beceiro A. Antimicrobial Activity of Cefiderocol against the Carbapenemase-Producing Enterobacter cloacae Complex and Characterization of Reduced Susceptibility Associated with Metallo-β-Lactamase VIM-1.. Antimicrobial agents and chemotherapy. 2023;May.";2023-May
10.1128/aac.02067-21;Selection of AmpC β-Lactamase Variants and Metallo-β-Lactamases Leading to Ceftolozane/Tazobactam and Ceftazidime/Avibactam Resistance during Treatment of MDR/XDR Pseudomonas aeruginosa Infections.;Infections caused by ceftolozane-tazobactam and ceftazidime-avibactam-resistant P. aeruginosa infections are an emerging concern. We aimed to analyze the underlying ceftolozane-tazobactam and ceftazidime-avibactam resistance mechanisms in all multidrug-resistant or extensively drug-resistant (MDR/XDR) P. aeruginosa isolates recovered during 1 year (2020) from patients with a documented P. aeruginosa infection. Fifteen isolates showing ceftolozane-tazobactam and ceftazidime-avibactam resistance were evaluated. Clinical conditions, previous positive cultures, and β-lactams received in the previous month were reviewed for each patient. MICs were determined by broth microdilution. Multilocus sequence types (MLSTs) and resistance mechanisms were determined using short- and long-read whole-genome sequencing (WGS). The impact of Pseudomonas-derived cephalosporinases (PDCs) on β-lactam resistance was demonstrated by cloning into an ampC-deficient PAO1 derivative (PAOΔC) and construction of 3D models. Genetic support of acquired β-lactamases was determined in silico from high-quality hybrid assemblies. In most cases, the isolates were recovered after treatment with ceftolozane-tazobactam or ceftazidime-avibactam. Seven isolates from different sequence types (STs) owed their β-lactam resistance to chromosomal mutations and all displayed specific substitutions in PDC: Phe121Leu and Gly222Ser, Pro154Leu, Ala201Thr, Gly214Arg, ΔGly203-Glu219, and Glu219Lys. In the other eight isolates, the ST175 clone was overrepresented (6 isolates) and associated with IMP-28 and IMP-13, whereas two ST1284 isolates produced VIM-2. The cloned PDCs conferred enhanced cephalosporin resistance. The 3D PDC models revealed rearrangements affecting residues involved in cephalosporin hydrolysis. Carbapenemases were chromosomal (VIM-2) or plasmid-borne (IMP-28, IMP-13) and associated with class-1 integrons located in Tn402-like transposition modules. Our findings highlighted that cephalosporin/β-lactamase inhibitors are potential selectors of MDR/XDR P. aeruginosa strains producing PDC variants or metallo-β-lactamases. Judicious use of these agents is encouraged.;2022;Feb;Antimicrobial agents and chemotherapy;"Ruedas-López A; Alonso-García I; Lasarte-Monterrubio C; Guijarro-Sánchez P; Gato E; Vázquez-Ucha JC; Vallejo JA; Fraile-Ribot PA; Fernández-Pérez B; Velasco D; Gutiérrez-Urbón JM; Oviaño M; Beceiro A; González-Bello C; Oliver A; Arca-Suárez J; Bou G";"Ruedas-López A; Alonso-García I; Lasarte-Monterrubio C; Guijarro-Sánchez P; Gato E; Vázquez-Ucha JC; Vallejo JA; Fraile-Ribot PA; Fernández-Pérez B; Velasco D; Gutiérrez-Urbón JM; Oviaño M; Beceiro A; González-Bello C; Oliver A; Arca-Suárez J; Bou G. Selection of AmpC β-Lactamase Variants and Metallo-β-Lactamases Leading to Ceftolozane/Tazobactam and Ceftazidime/Avibactam Resistance during Treatment of MDR/XDR Pseudomonas aeruginosa Infections.. Antimicrobial agents and chemotherapy. 2022;Feb.";2022-Feb
